id,order_id,promo_id,discount_amount
2415,21134,18,40.56
2416,2369,47,20.82
2417,26400,45,60.71
2418,37993,15,75.06
2419,47846,44,37.32
2420,16510,47,12.79
2421,15462,45,80.93
2422,9357,12,1.11
2423,20440,41,4.91
2424,19634,12,27.1
2425,15479,28,22.64
2426,18798,12,23.86
2427,28067,37,12.81
2428,3346,32,3.05
2429,7155,45,54.2
2430,43006,49,17.36
2431,28298,4,10.62
2432,16612,25,36.53
2433,28742,26,16.09
2434,23388,9,28.51
2435,14,44,19.88
2436,11256,15,5.22
2437,48232,2,6.32
2438,23920,40,94.85
2439,38578,46,44.34
2440,357,34,15.73
2441,33078,50,12.96
2442,23768,17,10.83
2443,7478,23,66.7
2444,28937,14,57.18
2445,500,40,22.89
2446,46766,8,5.14
2447,21333,13,19.27
2448,40634,16,48.76
2449,24213,13,76.2
2450,37045,14,95.52
2451,39469,21,50.64
2452,36816,43,127.58
2453,31175,4,27.79
2454,16554,6,58.13
2455,38329,17,8.05
2456,28237,12,19.66
2457,40567,36,28.42
2458,25197,21,20.53
2459,44208,29,49.16
2460,15485,5,34.95
2461,49324,20,57.09
2462,10379,50,24.35
2463,42177,31,26.9
2464,44751,50,17.89
2465,4760,5,23.47
2466,25650,32,120.43
2467,13607,5,127.76
2468,43933,29,53.93
2469,31202,2,27.4
2470,34937,36,95.4
2471,14560,41,7.23
2472,26449,29,78.35
2473,21506,4,9.82
2474,11070,23,22.78
2475,46070,27,11.07
2476,11937,35,52.3
2477,4472,12,7.91
2478,9041,37,32.83
2479,18710,39,2.14
2480,34691,20,88.63
2481,22770,22,48.15
2482,3330,47,9.74
2483,31922,11,15.9
2484,29574,21,79.23
2485,15797,31,28.89
2486,5728,33,123.98
2487,5634,2,4.67
2488,34173,6,86.1
2489,49446,42,28.72
2490,49380,25,39.71
2491,45227,36,16.93
2492,3037,29,90.15
2493,16267,42,37.48
2494,10098,24,98.42
2495,14902,26,24.75
2496,15508,46,56.11
2497,22893,17,7.93
2498,21426,33,44.73
2499,16036,45,59.45
2500,19254,18,54.16
2501,41775,25,3.23
2502,34290,38,37.29
2503,30863,35,24.21
2504,26564,50,8.56
2505,27410,1,19.47
2506,25460,34,2.8
2507,15350,36,68.88
2508,17905,9,32.71
2509,15330,24,23.55
2510,34307,29,53.3
2511,29541,50,45.28
2512,19322,26,38.2
2513,28852,8,35.42
2514,42044,46,14.57
2515,39823,24,70.5
2516,32544,33,126.98
2517,7473,22,57.81
2518,11348,32,118.85
2519,47058,13,18.36
2520,9511,35,84.01
2521,7538,32,36.15
2522,48645,19,59.39
2523,43439,11,41.24
2524,18551,50,46.56
2525,16063,21,59.89
2526,49902,25,17.87
2527,43651,20,45.49
2528,1309,9,18.21
2529,29201,1,96.39
2530,33894,34,15.23
2531,10663,44,32.36
2532,47754,40,161.43
2533,12686,32,64.47
2534,1449,25,18.34
2535,30389,36,28.15
2536,15778,45,35.78
2537,42372,48,82.99
2538,10253,24,34.71
2539,36127,49,32.04
2540,28059,6,26.36
2541,25411,40,60.29
2542,28843,24,99.85
2543,8826,37,42.58
2544,29724,6,62.39
2545,30507,17,3.0
2546,22982,27,52.84
2547,49268,17,8.75
2548,14946,50,115.99
2549,6323,14,108.73
2550,26470,34,1.86
2551,12045,9,5.32
2552,4971,37,48.33
2553,42830,18,41.07
2554,49871,2,6.23
2555,8981,39,23.37
2556,31719,20,36.48
2557,21016,20,8.33
2558,899,43,111.74
2559,28806,15,70.95
2560,27322,48,39.31
2561,21844,14,21.34
2562,34228,28,153.18
2563,12202,28,65.46
2564,24346,2,16.81
2565,28366,26,70.86
2566,11212,31,52.28
2567,13673,35,32.32
2568,43128,15,85.77
2569,9473,37,64.24
2570,2759,44,20.9
2571,41733,19,21.72
2572,48485,26,180.0
2573,37239,47,10.4
2574,47450,23,24.27
2575,21610,7,14.19
2576,5036,1,17.7
2577,3065,8,3.58
2578,31807,19,7.07
2579,31227,28,78.94
2580,20965,28,36.19
2581,34154,42,6.46
2582,12051,30,10.15
2583,9941,17,4.03
2584,28192,16,1.64
2585,40328,28,76.41
2586,8882,37,33.78
2587,409,37,48.74
2588,34789,35,36.76
2589,34345,20,67.48
2590,33484,46,34.54
2591,30665,8,4.78
2592,44267,36,34.01
2593,29187,6,82.73
2594,42921,37,28.41
2595,25440,22,25.81
2596,37570,2,17.98
2597,46984,33,63.19
2598,43051,29,4.86
2599,34049,36,66.92
2600,43746,32,58.57
2601,28303,22,79.76
2602,33365,39,20.72
2603,44943,4,36.25
2604,4589,9,10.46
2605,14146,25,30.43
2606,22479,48,16.45
2607,15618,32,36.05
2608,47171,18,29.6
2609,14109,45,47.03
2610,13926,9,45.27
2611,40910,47,14.27
2612,11259,14,14.0
2613,44847,13,70.67
2614,38240,24,70.04
2615,13528,43,29.62
2616,4146,4,50.99
2617,3872,39,37.36
2618,29028,21,55.72
2619,36737,40,25.28
2620,1428,10,40.65
2621,38346,24,28.87
2622,8608,30,45.7
2623,11064,41,3.38
2624,14534,43,10.65
2625,49697,38,2.3
2626,26416,40,64.52
2627,17637,9,46.07
2628,21298,45,70.32
2629,809,49,28.87
2630,45322,36,166.5
2631,27056,6,107.07
2632,43755,23,11.48
2633,33979,50,37.61
2634,45526,4,13.41
2635,48040,15,6.1
2636,47608,48,86.43
2637,46886,35,48.39
2638,36542,27,77.21
2639,44933,11,18.57
2640,8365,45,122.82
2641,4193,40,42.47
2642,46687,28,19.47
2643,22779,22,19.77
2644,20738,12,10.41
2645,28714,42,47.53
2646,14450,20,12.23
2647,32042,28,62.45
2648,10839,50,122.6
2649,16204,15,58.32
2650,44625,23,22.57
2651,28858,47,6.53
2652,20650,20,31.71
2653,21540,28,70.5
2654,30816,37,59.6
2655,17812,39,29.94
2656,3714,47,5.09
2657,10046,41,1.14
2658,19417,9,24.68
2659,24188,12,15.87
2660,38491,28,33.42
2661,15298,5,14.59
2662,11622,28,51.41
2663,10969,27,71.94
2664,41452,5,40.82
2665,42776,44,22.57
2666,25613,50,62.02
2667,1839,44,13.79
2668,44389,26,4.92
2669,30214,43,94.37
2670,32763,32,24.34
2671,28182,19,59.02
2672,34608,38,49.98
2673,29120,18,36.3
2674,7350,8,17.21
2675,39900,20,41.44
2676,9884,27,22.77
2677,7394,13,54.85
2678,44611,15,97.08
2679,49545,4,73.24
2680,17096,3,62.2
2681,29963,46,95.71
2682,45645,25,3.61
2683,31347,9,17.35
2684,21439,8,25.9
2685,17265,19,29.01
2686,28035,15,31.46
2687,35550,28,14.18
2688,7357,40,12.13
2689,46154,10,5.99
2690,8495,15,68.51
2691,27885,36,84.56
2692,35628,36,72.75
2693,13029,21,36.02
2694,12656,14,6.9
2695,29274,49,29.87
2696,31169,30,52.81
2697,38339,20,30.41
2698,52,36,43.64
2699,14435,40,119.22
2700,10956,12,9.05
2701,1637,23,17.52
2702,9820,34,6.03
2703,2937,20,43.5
2704,35579,6,165.92
2705,46623,7,70.72
2706,35235,23,133.04
2707,26221,3,18.4
2708,20573,9,71.78
2709,9824,13,47.04
2710,28467,8,10.08
2711,26886,32,41.61
2712,28977,48,10.93
2713,21562,23,40.02
2714,28721,11,34.0
2715,31977,7,79.33
2716,45984,4,139.07
2717,19335,44,44.65
2718,1220,36,62.76
2719,38722,3,112.37
2720,13495,4,22.9
2721,39741,43,28.56
2722,7654,33,40.68
2723,40416,47,12.61
2724,9888,39,9.78
2725,41411,41,3.35
2726,43320,29,28.22
2727,18361,29,2.69
2728,459,39,30.98
2729,4119,38,19.14
2730,47579,4,30.64
2731,36431,33,20.32
2732,30930,18,24.16
2733,19979,49,26.68
2734,37814,28,83.45
2735,11068,44,21.61
2736,21245,30,84.17
2737,47502,12,16.98
2738,8909,45,22.07
2739,25254,47,5.89
2740,40278,31,26.27
2741,14506,16,17.77
2742,17323,34,6.03
2743,23201,44,55.29
2744,23952,27,41.27
2745,46266,24,151.51
2746,20069,20,96.85
2747,23925,11,59.03
2748,45576,18,151.31
2749,49308,8,7.37
2750,42464,20,211.51
2751,21496,13,10.09
2752,46925,6,52.91
2753,1857,12,4.77
2754,10373,31,19.45
2755,41687,22,48.32
2756,15588,27,22.6
2757,38987,11,19.18
2758,3803,27,50.35
2759,34210,31,4.82
2760,5208,4,65.8
2761,29597,17,13.12
2762,43759,27,12.62
2763,2410,22,12.19
2764,9881,20,71.4
2765,45611,31,45.9
2766,39784,50,43.42
2767,891,40,116.61
2768,25011,30,53.33
2769,28224,27,73.47
2770,43865,48,96.38
2771,20659,43,55.19
2772,27283,18,35.95
2773,17426,7,66.03
2774,25100,12,25.68
2775,6040,42,48.54
2776,40882,17,3.45
2777,41468,39,12.84
2778,33608,11,69.38
2779,18930,41,9.06
2780,23771,49,42.37
2781,16424,31,7.05
2782,25462,19,27.18
2783,15661,20,49.65
2784,25584,26,14.64
2785,22732,37,45.26
2786,38745,31,10.29
2787,45547,39,41.41
2788,29702,49,22.13
2789,49561,31,38.76
2790,2696,23,29.18
2791,38771,38,39.43
2792,19699,49,21.25
2793,31848,37,7.54
2794,44096,11,91.26
2795,12052,50,65.19
2796,7551,29,6.77
2797,47357,4,14.34
2798,22541,20,29.15
2799,22821,8,30.79
2800,32996,32,67.94
2801,15395,30,147.9
2802,38568,26,15.18
2803,5863,19,104.14
2804,12832,41,16.42
2805,39266,1,81.29
2806,5283,9,27.03
2807,49608,48,51.14
2808,17755,22,61.38
2809,16615,4,7.16
2810,25774,45,100.01
2811,8759,26,85.02
2812,45880,23,82.44
2813,29270,4,44.9
2814,9723,6,34.2
2815,499,18,66.79
2816,30871,26,15.83
2817,47597,45,124.53
2818,2177,6,172.28
2819,36474,9,37.79
2820,5065,13,88.57
2821,33217,46,80.65
2822,12904,11,22.54
2823,17232,45,24.16
2824,21965,35,18.76
2825,11857,27,60.08
2826,19748,36,52.75
2827,39870,10,20.92
2828,24089,28,32.87
2829,39353,40,203.17
2830,10095,23,81.11
2831,23264,11,39.98
2832,7373,49,43.31
2833,48739,34,17.49
2834,9258,8,33.07
2835,40625,10,15.22
2836,19633,43,43.98
2837,43649,35,82.31
2838,17795,39,3.95
2839,42261,43,145.24
2840,45447,4,53.04
2841,43229,45,44.04
2842,18181,29,4.26
2843,26509,8,64.97
2844,14084,32,41.15
2845,3481,47,20.83
2846,4507,30,10.58
2847,25562,39,34.64
2848,1066,50,49.91
2849,17871,30,99.85
2850,13336,25,57.57
2851,35124,22,39.82
2852,46856,22,76.72
2853,18155,5,59.66
2854,46739,7,32.89
2855,11897,44,27.59
2856,13716,7,14.42
2857,16708,14,27.17
2858,29314,23,22.44
2859,18088,38,26.16
2860,39564,12,25.33
2861,22643,39,1.68
2862,23280,38,5.44
2863,9502,14,141.51
2864,17706,14,31.47
2865,14811,36,13.08
2866,47161,12,3.31
2867,1319,3,57.88
2868,27596,12,14.55
2869,9708,30,64.68
2870,31619,43,56.49
2871,26687,13,69.64
2872,29879,40,37.77
2873,30172,30,100.09
2874,19869,46,17.61
2875,37833,39,19.56
2876,5982,43,49.42
2877,16049,35,44.99
2878,16593,44,21.42
2879,42600,14,36.29
2880,25158,21,68.9
2881,23110,15,76.73
2882,27683,5,20.44
2883,921,9,34.34
2884,33346,29,9.83
2885,21708,31,48.36
2886,47809,22,236.64
2887,991,19,15.92
2888,2598,41,14.1
2889,18527,24,49.72
2890,5133,38,42.68
2891,280,4,3.19
2892,24282,41,6.66
2893,22120,11,42.31
2894,9924,13,6.94
2895,41842,35,64.87
2896,10502,50,30.88
2897,15512,41,4.7
2898,47165,40,45.19
2899,37194,42,44.52
2900,11536,5,165.74
2901,32530,33,95.92
2902,23,41,24.32
2903,41934,32,116.34
2904,36654,20,59.44
2905,18718,15,51.47
2906,45742,45,32.05
2907,15072,7,23.65
2908,19400,4,37.33
2909,11689,13,28.54
2910,12969,6,15.46
2911,4872,19,69.28
2912,43756,50,30.57
2913,32190,22,48.9
2914,27318,10,33.17
2915,44051,22,44.63
2916,43063,4,42.55
2917,27455,40,12.41
2918,36069,50,24.09
2919,39105,4,31.0
2920,10725,42,20.17
2921,2535,18,61.87
2922,4705,7,91.2
2923,34927,5,44.48
2924,10124,13,15.26
2925,18729,14,15.35
2926,15314,49,48.61
2927,30825,32,94.99
2928,32007,38,11.67
2929,38571,6,66.41
2930,2362,43,17.15
2931,45156,27,39.95
2932,90,49,7.78
2933,80,37,28.91
2934,19590,40,17.62
2935,3246,15,94.98
2936,37090,42,66.6
2937,2448,9,24.82
2938,31485,34,4.93
2939,23230,33,74.37
2940,9688,13,25.72
2941,5210,13,74.31
2942,23784,37,46.5
2943,46378,4,48.84
2944,40010,1,136.69
2945,33228,36,33.93
2946,7240,18,24.4
2947,38101,22,91.44
2948,22817,17,6.2
2949,2512,28,56.99
2950,1698,24,34.43
2951,7623,22,82.89
2952,4278,30,25.56
2953,23786,26,33.69
2954,28483,4,84.21
2955,37694,43,65.07
2956,24678,49,6.21
2957,6745,50,59.5
2958,45230,24,11.78
2959,44296,17,2.84
2960,19116,25,63.4
2961,22909,43,41.87
2962,34261,19,20.91
2963,8447,11,14.66
2964,3945,25,9.7
2965,18180,2,37.06
2966,36384,23,19.99
2967,34107,21,24.35
2968,40648,48,99.62
2969,845,39,3.62
2970,2877,46,38.85
2971,35983,37,117.83
2972,24358,47,2.83
2973,27617,38,21.39
2974,18412,27,78.29
2975,45150,48,164.28
2976,24679,34,20.3
2977,29811,42,6.53
2978,37296,28,123.17
2979,33279,32,17.27
2980,12114,14,18.32
2981,5131,40,46.89
2982,38512,8,18.18
2983,22281,11,12.54
2984,3284,36,94.19
2985,6695,27,14.78
2986,25470,17,13.67
2987,34231,41,29.15
2988,5070,47,13.41
2989,11210,40,8.79
2990,34069,17,15.28
2991,13591,36,16.73
2992,12788,28,68.8
2993,2422,7,42.28
2994,2451,8,8.7
2995,4013,32,52.85
2996,43020,44,11.82
2997,15493,19,28.0
2998,17161,35,14.97
2999,38422,21,9.95
3000,5188,28,69.24
3001,38227,44,17.0
3002,45781,36,48.12
3003,35173,9,4.29
3004,18262,50,48.47
3005,15831,33,73.26
3006,33538,50,105.54
3007,9404,47,6.29
3008,48704,28,45.99
3009,23546,27,37.91
3010,43709,2,26.95
3011,15965,47,17.87
3012,21760,42,31.95
3013,33192,30,59.99
3014,36778,20,45.83
3015,37882,40,140.78
3016,14829,5,60.94
3017,14330,23,96.04
3018,30416,15,40.11
3019,1737,45,15.75
3020,36609,43,105.34
3021,18671,15,71.06
3022,15229,30,33.01
3023,1662,50,173.17
3024,10415,42,63.53
3025,31467,49,44.93
3026,38928,6,13.24
3027,26006,4,27.25
3028,44546,14,38.79
3029,37021,11,28.17
3030,47103,14,11.49
3031,47678,34,7.77
3032,40125,11,33.83
3033,20672,9,56.85
3034,16094,32,65.95
3035,28040,31,14.89
3036,40400,18,63.03
3037,3447,26,42.94
3038,48591,14,27.27
3039,34236,44,178.22
3040,48419,13,189.37
3041,14746,26,58.52
3042,29677,19,40.78
3043,18160,9,9.62
3044,48920,20,28.38
3045,8427,23,41.59
3046,6301,1,111.3
3047,8364,32,93.01
3048,28983,48,78.1
3049,25080,28,28.75
3050,7611,8,6.36
3051,47140,5,142.08
3052,33197,20,64.56
3053,6338,8,22.0
3054,41851,21,82.75
3055,41364,14,5.18
3056,29472,19,27.37
3057,46490,18,22.97
3058,26065,31,8.14
3059,37916,1,9.3
3060,35028,38,29.16
3061,21181,17,2.5
3062,4812,22,115.44
3063,20129,2,5.67
3064,46254,4,19.15
3065,11020,29,51.44
3066,18013,13,93.7
3067,34957,29,16.02
3068,33182,35,80.13
3069,31110,47,19.7
3070,18070,14,75.11
3071,42351,50,74.17
3072,35167,13,55.04
3073,6421,22,115.57
3074,25110,10,22.72
3075,35133,33,168.64
3076,13055,44,62.77
3077,23645,41,12.99
3078,41619,30,15.25
3079,21631,5,5.87
3080,15837,15,7.82
3081,8984,30,108.99
3082,6682,7,79.65
3083,19777,12,7.74
3084,38727,41,6.88
3085,25870,5,45.41
3086,20431,45,3.21
3087,28343,41,12.53
3088,12288,37,47.58
3089,4063,50,74.52
3090,5042,35,41.77
3091,23502,40,86.93
3092,2944,47,12.83
3093,13004,45,26.9
3094,127,21,41.98
3095,44926,11,82.83
3096,5555,24,37.91
3097,20579,43,33.01
3098,26229,7,88.76
3099,11440,34,13.07
3100,19936,16,88.54
3101,45839,16,67.17
3102,17927,18,58.48
3103,3847,48,107.34
3104,43573,11,19.68
3105,12427,29,148.98
3106,25607,25,27.46
3107,22618,34,8.85
3108,32262,14,20.31
3109,22022,33,52.34
3110,30097,34,17.74
3111,8671,37,42.47
3112,37943,38,29.33
3113,9611,17,28.07
3114,46107,30,13.97
3115,13623,13,48.92
3116,49440,5,49.72
3117,33620,15,80.87
3118,15387,47,12.71
3119,22979,45,54.18
3120,3040,12,17.39
3121,5571,40,152.07
3122,22222,50,35.41
3123,19050,6,67.5
3124,29629,35,11.21
3125,42922,50,21.5
3126,12753,42,87.89
3127,15533,45,18.45
3128,22228,18,59.4
3129,31534,18,12.09
3130,41665,30,8.83
3131,30901,39,10.58
3132,28809,37,58.61
3133,36659,23,45.16
3134,42023,37,25.75
3135,525,22,35.27
3136,14336,26,156.83
3137,13570,8,22.84
3138,30745,12,1.93
3139,12730,35,45.41
3140,3705,10,31.29
3141,26007,44,12.42
3142,3175,11,99.04
3143,32217,47,3.51
3144,14906,16,8.7
3145,42442,2,64.71
3146,28027,31,78.57
3147,42715,36,73.06
3148,11861,14,50.26
3149,35349,40,24.15
3150,44071,37,6.17
3151,16776,35,4.47
3152,2429,8,2.01
3153,2569,37,18.3
3154,42321,2,6.13
3155,16393,18,31.33
3156,21885,12,24.0
3157,33619,25,4.25
3158,36824,49,9.21
3159,5343,10,2.97
3160,15242,20,41.46
3161,27751,16,27.83
3162,22053,23,46.1
3163,7221,20,117.08
3164,36448,24,71.0
3165,20421,29,41.02
3166,13991,25,53.97
3167,40293,11,41.53
3168,28090,2,23.58
3169,47547,15,141.07
3170,21424,9,25.83
3171,18204,6,74.62
3172,31225,19,49.15
3173,854,4,50.07
3174,48217,41,4.84
3175,15853,10,17.21
3176,34313,40,81.35
3177,18277,21,17.06
3178,38835,39,34.96
3179,24864,41,7.65
3180,3547,37,21.1
3181,42706,21,50.86
3182,37419,32,100.96
3183,18807,21,29.34
3184,40532,31,23.41
3185,12638,31,21.17
3186,44277,22,7.61
3187,44010,21,127.07
3188,5459,32,46.2
3189,7817,21,62.36
3190,23234,15,44.97
3191,10920,39,10.39
3192,41939,15,68.55
3193,30301,41,21.88
3194,35771,14,10.73
3195,40777,25,3.83
3196,47300,35,11.91
3197,1045,21,126.72
3198,4465,33,22.05
3199,13121,12,20.3
3200,39627,3,15.84
3201,18175,28,42.17
3202,38458,12,9.57
3203,11067,22,87.5
3204,9132,5,15.39
3205,11569,3,70.82
3206,45564,33,79.43
3207,13840,38,63.09
3208,7251,38,20.01
3209,7978,18,21.22
3210,28239,2,33.66
3211,13214,30,55.78
3212,6391,22,83.82
3213,42637,38,5.57
3214,26818,6,112.53
3215,41086,10,22.74
3216,28440,42,31.9
3217,13213,25,25.8
3218,7664,37,49.33
3219,46334,3,70.13
3220,29440,47,2.76
3221,49689,38,11.49
3222,17272,47,12.0
3223,32534,17,4.67
3224,41974,22,9.73
3225,16587,9,53.14
3226,2591,39,11.26
3227,49487,7,30.69
3228,25220,30,84.49
3229,4184,34,12.2
3230,835,10,3.25
3231,15100,50,43.07
3232,5020,37,81.98
3233,10627,34,1.43
3234,26725,23,27.79
3235,22322,14,69.08
3236,15300,19,39.18
3237,40867,27,33.87
3238,48069,10,79.36
3239,34676,28,50.8
3240,5303,7,12.34
3241,1686,13,46.88
3242,46989,33,127.45
3243,31836,20,36.86
3244,22156,23,53.14
3245,25786,11,68.38
3246,883,32,27.18
3247,6279,41,11.65
3248,20591,38,25.48
3249,35844,13,31.62
3250,43655,16,38.64
3251,9621,42,46.79
3252,36414,48,73.22
3253,46872,10,46.76
3254,14546,37,20.49
3255,27686,44,19.58
3256,45490,20,78.56
3257,738,12,24.66
3258,38149,15,20.17
3259,21696,49,17.75
3260,33972,41,8.16
3261,9362,10,5.81
3262,18177,25,14.64
3263,7078,40,8.62
3264,24947,46,26.93
3265,4454,44,13.19
3266,20460,5,131.84
3267,41549,19,14.22
3268,4387,21,44.92
3269,42408,36,2.68
3270,48732,39,5.7
3271,3148,25,10.52
3272,23094,26,94.42
3273,14504,41,7.41
3274,2121,6,86.16
3275,6754,9,18.06
3276,11507,13,41.86
3277,10629,22,13.48
3278,34692,13,25.06
3279,8088,11,4.14
3280,42346,18,6.34
3281,13265,32,46.73
3282,44396,37,7.17
3283,45676,20,95.73
3284,13232,1,35.56
3285,38546,4,12.63
3286,2444,26,28.16
3287,13852,18,20.49
3288,33446,47,14.13
3289,16227,38,33.5
3290,24128,9,64.88
3291,33878,6,56.29
3292,47187,37,30.05
3293,39593,24,32.71
3294,3226,30,28.62
3295,21612,50,6.93
3296,9655,37,29.14
3297,17513,19,71.91
3298,28481,16,11.36
3299,27968,22,69.7
3300,17130,34,22.91
3301,18370,19,42.16
3302,31917,38,37.76
3303,29829,49,38.35
3304,2946,6,64.99
3305,28386,29,53.14
3306,34590,42,16.66
3307,21694,45,8.28
3308,6099,14,41.92
3309,7730,34,12.92
3310,2118,6,42.52
3311,5471,10,91.76
3312,36280,18,94.85
3313,48577,40,94.19
3314,28735,34,3.61
3315,22659,10,20.73
3316,22189,13,37.08
3317,29641,20,38.16
3318,20072,16,18.75
3319,43654,6,77.05
3320,16168,43,8.7
3321,20587,41,18.26
3322,35957,36,43.37
3323,9997,22,71.24
3324,20934,31,40.18
3325,42326,40,17.64
3326,18014,30,42.68
3327,36492,16,30.01
3328,44233,38,27.85
3329,33039,21,97.31
3330,29348,45,8.77
3331,40178,47,1.86
3332,47751,8,3.33
3333,36392,17,4.95
3334,38695,39,45.64
3335,28452,5,20.9
3336,49102,35,79.4
3337,30183,7,166.6
3338,1679,10,75.65
3339,36569,46,57.62
3340,6133,46,43.31
3341,40263,24,29.71
3342,2240,1,27.31
3343,27447,19,88.9
3344,25388,20,22.17
3345,22109,35,20.09
3346,4213,35,20.9
3347,984,37,39.85
3348,28867,12,13.1
3349,42611,33,35.53
3350,49185,8,15.25
3351,1505,23,29.76
3352,38475,44,35.39
3353,12546,22,159.26
3354,28972,25,28.78
3355,45655,7,14.3
3356,24630,12,26.66
3357,28215,4,24.53
3358,22679,3,131.97
3359,49986,12,29.76
3360,3269,39,20.73
3361,49362,23,30.69
3362,39906,4,13.71
3363,8120,25,53.59
3364,48353,31,22.67
3365,47800,38,70.98
3366,25341,50,6.74
3367,2975,36,26.13
3368,22642,28,45.4
3369,15316,3,108.54
3370,24913,19,113.56
3371,33068,14,129.16
3372,48564,14,16.37
3373,19771,28,117.4
3374,9040,38,19.01
3375,46828,24,61.22
3376,26080,22,24.09
3377,742,44,60.6
3378,10437,10,5.15
3379,30645,24,60.13
3380,42639,32,22.86
3381,4592,28,65.37
3382,26093,10,31.78
3383,17948,36,60.55
3384,47174,11,10.87
3385,24785,25,4.89
3386,42096,39,33.75
3387,17925,37,43.25
3388,28259,46,72.29
3389,33856,38,21.31
3390,41047,38,31.22
3391,20135,30,30.44
3392,4788,11,64.99
3393,49070,10,3.74
3394,47723,4,32.58
3395,41104,14,19.78
3396,29564,38,24.45
3397,48723,19,4.55
3398,16304,16,9.4
3399,11022,50,44.27
3400,37016,42,51.66
3401,44789,16,39.06
3402,49056,48,59.15
3403,13466,41,8.95
3404,25738,49,18.9
3405,28811,11,66.76
3406,5857,12,5.41
3407,3983,28,48.73
3408,29644,7,118.56
3409,47163,2,13.62
3410,4270,34,15.49
3411,31410,20,58.43
3412,12921,16,12.16
3413,28265,38,5.89
3414,23854,15,54.46
3415,44440,40,34.49
3416,40786,33,70.49
3417,6193,27,58.33
3418,13203,49,24.51
3419,640,44,105.13
3420,43247,33,59.54
3421,40497,3,87.1
3422,2699,5,13.18
3423,2179,26,104.77
3424,23277,27,81.06
3425,32071,24,87.01
3426,35034,23,11.43
3427,25491,27,91.41
3428,2286,8,16.56
3429,17963,44,48.54
3430,43252,20,31.3
3431,2607,14,22.37
3432,16634,9,40.96
3433,23271,5,70.36
3434,35131,46,20.79
3435,42564,9,18.7
3436,34169,16,50.53
3437,25707,16,4.68
3438,40591,9,20.49
3439,39552,1,26.62
3440,40451,20,19.02
3441,30281,50,111.57
3442,23843,23,33.82
3443,3811,22,80.71
3444,33156,13,196.15
3445,28647,17,15.49
3446,21909,19,45.98
3447,3130,26,43.19
3448,17359,27,7.67
3449,43371,40,204.06
3450,12350,33,16.3
3451,5788,24,76.53
3452,48494,18,99.1
3453,7203,10,13.53
3454,36747,15,25.24
3455,35039,8,17.77
3456,44122,11,56.57
3457,29252,17,19.56
3458,8530,24,24.2
3459,16420,24,70.97
3460,22029,47,22.97
3461,18507,34,11.08
3462,1913,36,30.46
3463,4169,23,12.01
3464,6210,36,70.79
3465,20957,9,13.29
3466,8443,41,12.42
3467,42501,32,33.77
3468,38008,46,38.27
3469,49203,31,5.2
3470,25701,22,83.99
3471,23662,13,20.42
3472,1777,38,50.48
3473,7159,37,40.05
3474,16944,32,8.86
3475,40829,28,40.32
3476,33380,44,26.61
3477,17425,33,88.06
3478,2814,21,104.81
3479,34959,8,8.09
3480,38454,43,84.14
3481,37964,43,13.27
3482,18505,46,15.07
3483,4859,1,61.85
3484,31068,30,31.47
3485,8988,30,80.56
3486,5293,33,84.79
3487,20308,20,4.43
3488,5619,3,16.39
3489,19507,42,19.96
3490,6188,2,22.33
3491,37303,32,5.38
3492,35675,34,4.82
3493,36509,1,6.08
3494,30797,24,55.45
3495,5565,39,7.92
3496,14425,33,87.49
3497,33579,42,6.85
3498,15019,15,20.77
3499,5296,41,30.33
3500,42204,27,1.93
3501,29926,7,57.73
3502,25124,32,26.01
3503,16176,3,74.56
3504,45536,15,102.34
3505,1387,38,23.72
3506,12997,26,30.4
3507,36669,32,45.98
3508,9694,40,18.33
3509,40555,33,9.35
3510,45484,27,11.83
3511,8475,16,54.78
3512,33277,42,64.24
3513,6098,16,49.03
3514,9266,25,28.53
3515,14792,49,58.17
3516,36615,49,7.51
3517,48738,6,35.39
3518,35075,38,18.45
3519,24250,29,67.04
3520,7324,42,38.39
3521,5278,19,15.16
3522,14628,26,98.36
3523,2011,9,44.31
3524,49646,37,34.97
3525,26081,16,78.23
3526,42158,44,10.46
3527,28691,13,28.52
3528,44651,27,13.3
3529,17031,37,11.99
3530,171,49,16.27
3531,12026,12,17.53
3532,5740,36,56.48
3533,4436,5,28.42
3534,39883,26,70.43
3535,671,22,27.5
3536,13306,26,78.52
3537,21581,14,43.73
3538,38879,15,94.56
3539,24123,12,34.21
3540,13289,21,25.39
3541,10142,15,10.8
3542,45305,9,53.81
3543,21495,39,8.18
3544,9150,46,101.57
3545,14469,3,5.08
3546,41505,25,36.8
3547,31706,27,136.52
3548,3478,20,22.67
3549,35380,16,24.26
3550,22911,42,19.26
3551,14170,45,101.83
3552,48126,31,35.07
3553,15977,39,26.23
3554,40141,6,26.75
3555,35395,50,93.7
3556,26227,10,49.42
3557,9418,27,85.27
3558,23079,36,13.71
3559,16309,11,74.49
3560,21171,29,33.78
3561,8150,45,9.27
3562,34349,22,74.63
3563,32993,44,11.39
3564,42696,49,1.9
3565,32728,49,27.02
3566,709,31,24.49
3567,29972,49,4.09
3568,105,22,132.84
3569,33668,36,30.47
3570,26688,26,210.16
3571,44025,23,9.8
3572,27091,37,26.13
3573,3301,18,46.42
3574,17810,22,17.61
3575,11002,19,15.64
3576,48470,20,57.19
3577,48449,18,72.2
3578,26159,3,115.66
3579,10687,12,24.02
3580,28190,22,111.04
3581,29458,19,14.86
